gene_name	drug_name	interaction_types
PSMD9	BORTEZOMIB	inhibitor
PSME1	BORTEZOMIB	inhibitor
PSME2	BORTEZOMIB	inhibitor
PSME2P2	BORTEZOMIB	inhibitor
PSME3	BORTEZOMIB	inhibitor
PSME4	BORTEZOMIB	inhibitor
PSMF1	BORTEZOMIB	inhibitor
RB1	BORTEZOMIB	
SEM1	BORTEZOMIB	inhibitor
TP53	BORTEZOMIB	inhibitor
XIAP	BORTEZOMIB	
EDNRA	BOSENTAN	antagonist
EDNRA	BOSENTAN	
EDNRA	BOSENTAN	antagonist
EDNRA	BOSENTAN	
EDNRB	BOSENTAN	
EDNRB	BOSENTAN	antagonist
EDNRB	BOSENTAN	antagonist
EDNRB	BOSENTAN	
EDNRB	BOSENTAN	antagonist
ABL1	BOSUTINIB	inhibitor
ABL1	BOSUTINIB	
ABL1	BOSUTINIB	inhibitor
ABL1	BOSUTINIB	inhibitor
ABL1	BOSUTINIB	
ABL1	BOSUTINIB	
ABL1	BOSUTINIB	
ABL2	BOSUTINIB	inhibitor
BCR	BOSUTINIB	
CAMK1D	BOSUTINIB	inhibitor
CAMK2G	BOSUTINIB	inhibitor
EGFR	BOSUTINIB	
FRK	BOSUTINIB	inhibitor
FYN	BOSUTINIB	inhibitor
HCK	BOSUTINIB	inhibitor
LYN	BOSUTINIB	inhibitor
LYN	BOSUTINIB	inhibitor
MAP4K5	BOSUTINIB	inhibitor
SIK1	BOSUTINIB	inhibitor
SIK2	BOSUTINIB	inhibitor
SIK3	BOSUTINIB	inhibitor
SRC	BOSUTINIB	inhibitor
SRC	BOSUTINIB	inhibitor
SRC	BOSUTINIB	inhibitor
SRC	BOSUTINIB	
SRC	BOSUTINIB	inhibitor
SRC	BOSUTINIB	
STK10	BOSUTINIB	inhibitor
STK24	BOSUTINIB	inhibitor
STK4	BOSUTINIB	inhibitor
TNK2	BOSUTINIB	inhibitor
TXK	BOSUTINIB	inhibitor
SNAP25	BOTULINUM TOXIN TYPE A PURIFIED NEUROTOXIN COMPLEX	
SNAP25	BOTULINUM TOXIN TYPE A PURIFIED NEUROTOXIN COMPLEX	inhibitor
SNAP25	BOTULINUM TOXIN TYPE A PURIFIED NEUROTOXIN COMPLEX	inhibitor
SNAP25	BOTULINUM TOXIN TYPE A PURIFIED NEUROTOXIN COMPLEX	
SYT2	BOTULINUM TOXIN TYPE B	
SYT2	BOTULINUM TOXIN TYPE B	
VAMP1	BOTULINUM TOXIN TYPE B	
VAMP1	BOTULINUM TOXIN TYPE B	
VAMP1	BOTULINUM TOXIN TYPE B	binder
VAMP2	BOTULINUM TOXIN TYPE B	
VAMP2	BOTULINUM TOXIN TYPE B	inhibitor
VAMP2	BOTULINUM TOXIN TYPE B	
DRD3	BP-897	agonist
AXL	BPI-9016	inhibitor
MET	BPI-9016	inhibitor
CHRNA4	BRADANICLINE	agonist
CHRNA7	BRADANICLINE	agonist
CHRNA7	BRADANICLINE	agonist
CHRNA7	BRADANICLINE	
BDKRB1	BRADYKININ	agonist
BDKRB1	BRADYKININ	agonist
BDKRB1	BRADYKININ	agonist
BDKRB1	BRADYKININ	agonist
BDKRB1	BRADYKININ	agonist
MC1R	BREMELANOTIDE	agonist
MC1R	BREMELANOTIDE	
MC3R	BREMELANOTIDE	agonist
MC4R	BREMELANOTIDE	agonist
MC4R	BREMELANOTIDE	
MC4R	BREMELANOTIDE	agonist
ALK	BRENTUXIMAB VEDOTIN	
TNFRSF8	BRENTUXIMAB VEDOTIN	antibody
TNFRSF8	BRENTUXIMAB VEDOTIN	antibody
TNFRSF8	BRENTUXIMAB VEDOTIN	inhibitor
TNFRSF8	BRENTUXIMAB VEDOTIN	
TUBA1A	BRENTUXIMAB VEDOTIN	inhibitor
TUBA1B	BRENTUXIMAB VEDOTIN	inhibitor
TUBA1C	BRENTUXIMAB VEDOTIN	inhibitor
TUBA3D	BRENTUXIMAB VEDOTIN	inhibitor
TUBA3E	BRENTUXIMAB VEDOTIN	inhibitor
TUBA4A	BRENTUXIMAB VEDOTIN	inhibitor
TUBB	BRENTUXIMAB VEDOTIN	inhibitor
TUBB1	BRENTUXIMAB VEDOTIN	inhibitor
TUBB2A	BRENTUXIMAB VEDOTIN	inhibitor
TUBB2B	BRENTUXIMAB VEDOTIN	inhibitor
TUBB3	BRENTUXIMAB VEDOTIN	inhibitor
TUBB4B	BRENTUXIMAB VEDOTIN	inhibitor
TUBB6	BRENTUXIMAB VEDOTIN	inhibitor
TUBB8	BRENTUXIMAB VEDOTIN	inhibitor
GABRA1	BRETAZENIL	allosteric modulator
GABRA2	BRETAZENIL	allosteric modulator
GABRA3	BRETAZENIL	allosteric modulator
GABRA4	BRETAZENIL	allosteric modulator
GABRA5	BRETAZENIL	allosteric modulator
GABRA6	BRETAZENIL	allosteric modulator
GALR1	BRETYLIUM TOSYLATE	agonist
GALR2	BRETYLIUM TOSYLATE	agonist
GALR3	BRETYLIUM TOSYLATE	agonist
NAT1	BRETYLIUM TOSYLATE	
CYP2D6	BREXPIPRAZOLE	
DRD2	BREXPIPRAZOLE	partial agonist
DRD2	BREXPIPRAZOLE	
DRD2	BREXPIPRAZOLE	agonist
HTR1A	BREXPIPRAZOLE	
HTR1A	BREXPIPRAZOLE	partial agonist
HTR2A	BREXPIPRAZOLE	antagonist
HTR2A	BREXPIPRAZOLE	
HTR7	BREXPIPRAZOLE	
IL12A	BRIAKINUMAB	
IL12A	BRIAKINUMAB	inhibitor
IL12B	BRIAKINUMAB	
IL12B	BRIAKINUMAB	antibody
IL12B	BRIAKINUMAB	inhibitor
IL23A	BRIAKINUMAB	
IL23A	BRIAKINUMAB	inhibitor
CCND1	BRICICLIB	inhibitor
ALK	BRIGATINIB	
ALK	BRIGATINIB	inhibitor
ALK	BRIGATINIB	inhibitor
ALK	BRIGATINIB	inhibitor
ALK	BRIGATINIB	inhibitor
ALK	BRIGATINIB	
ALK	BRIGATINIB	
ALK	BRIGATINIB	inhibitor
ALK	BRIGATINIB	
EGFR	BRIGATINIB	inhibitor
EGFR	BRIGATINIB	inhibitor
EGFR	BRIGATINIB	
EGFR	BRIGATINIB	inhibitor
EGFR	BRIGATINIB	inhibitor
EML4	BRIGATINIB	
FLT3	BRIGATINIB	
IGF1R	BRIGATINIB	inhibitor
INSR	BRIGATINIB	inhibitor
NPM1	BRIGATINIB	
ROS1	BRIGATINIB	
ROS1	BRIGATINIB	
ADRA2A	BRIMONIDINE	agonist
ADRA2A	BRIMONIDINE	
ADRA2A	BRIMONIDINE	agonist
ADRA2A	BRIMONIDINE	
ADRA2B	BRIMONIDINE	agonist
ADRA2B	BRIMONIDINE	
ADRA2C	BRIMONIDINE	
ADRA2A	BRIMONIDINE TARTRATE	agonist
ADRA2B	BRIMONIDINE TARTRATE	agonist
ADRA2C	BRIMONIDINE TARTRATE	agonist
CA1	BRINZOLAMIDE	inhibitor
CA12	BRINZOLAMIDE	inhibitor
CA14	BRINZOLAMIDE	inhibitor
CA2	BRINZOLAMIDE	inhibitor
CA2	BRINZOLAMIDE	
CA2	BRINZOLAMIDE	
CA7	BRINZOLAMIDE	inhibitor
TNFSF13B	BRIOBACEPT	inhibitor
FGFR1	BRIVANIB	inhibitor
FGFR1	BRIVANIB	
FGFR1	BRIVANIB	inhibitor
FGFR2	BRIVANIB	
FGFR2	BRIVANIB	inhibitor
FGFR3	BRIVANIB	inhibitor
FGFR3	BRIVANIB	
FGFR4	BRIVANIB	inhibitor
FLT1	BRIVANIB	inhibitor
FLT1	BRIVANIB	inhibitor
FLT4	BRIVANIB	inhibitor
KDR	BRIVANIB	inhibitor
KDR	BRIVANIB	inhibitor
KDR	BRIVANIB	inhibitor
KDR	BRIVANIB	inhibitor
FGFR1	BRIVANIB ALANINATE	inhibitor
FGFR2	BRIVANIB ALANINATE	inhibitor
FGFR3	BRIVANIB ALANINATE	inhibitor
FGFR3	BRIVANIB ALANINATE	inhibitor
FGFR4	BRIVANIB ALANINATE	inhibitor
FLT1	BRIVANIB ALANINATE	inhibitor
FLT4	BRIVANIB ALANINATE	inhibitor
KDR	BRIVANIB ALANINATE	inhibitor
CYP2C19	BRIVARACETAM	
SV2A	BRIVARACETAM	
SV2A	BRIVARACETAM	modulator
SV2A	BRIVARACETAM	inhibitor
POLA1	BRIVUDINE	
HTR1A	BRL-15,572	agonist
HTR1B	BRL-15,572	agonist
HTR1D	BRL-15,572	agonist
HTR1E	BRL-15,572	agonist
HTR1F	BRL-15,572	agonist
HTR2A	BRL-15,572	agonist
HTR2B	BRL-15,572	agonist
HTR2C	BRL-15,572	agonist
HTR6	BRL-15,572	agonist
IL17RA	BRODALUMAB	antibody
IL17RA	BRODALUMAB	antagonist
HTR2A	BROLAMFETAMINE	agonist
HTR2A	BROLAMFETAMINE	agonist
HTR2B	BROLAMFETAMINE	agonist
HTR2C	BROLAMFETAMINE	agonist
VEGFA	BROLUCIZUMAB	inhibitor
GABRA1	BROMAZEPAM	
GABRA1	BROMAZEPAM	
GABRA2	BROMAZEPAM	
GABRA2	BROMAZEPAM	
GABRA3	BROMAZEPAM	
GABRA3	BROMAZEPAM	
GABRA4	BROMAZEPAM	
GABRA4	BROMAZEPAM	
GABRA5	BROMAZEPAM	
GABRA5	BROMAZEPAM	
GABRA6	BROMAZEPAM	
GABRA6	BROMAZEPAM	
GABRB1	BROMAZEPAM	
GABRB1	BROMAZEPAM	
GABRB1	BROMAZEPAM	
GABRB2	BROMAZEPAM	
GABRB2	BROMAZEPAM	
GABRB3	BROMAZEPAM	
GABRB3	BROMAZEPAM	
GABRD	BROMAZEPAM	
GABRD	BROMAZEPAM	
GABRE	BROMAZEPAM	
GABRE	BROMAZEPAM	
GABRG1	BROMAZEPAM	
GABRG1	BROMAZEPAM	
GABRG2	BROMAZEPAM	
GABRG3	BROMAZEPAM	
GABRG3	BROMAZEPAM	
GABRP	BROMAZEPAM	
GABRP	BROMAZEPAM	
GABRQ	BROMAZEPAM	
GABRQ	BROMAZEPAM	
GABRR1	BROMAZEPAM	
GABRR1	BROMAZEPAM	
GABRR2	BROMAZEPAM	
GABRR2	BROMAZEPAM	
GABRR3	BROMAZEPAM	
GABRR3	BROMAZEPAM	
PTGS1	BROMFENAC	
PTGS1	BROMFENAC	inhibitor
PTGS1	BROMFENAC	
PTGS2	BROMFENAC	
PTGS2	BROMFENAC	
PTGS1	BROMFENAC SODIUM	inhibitor
PTGS2	BROMFENAC SODIUM	inhibitor
TRPA1	BROMO ACETONE	activator
CCL18	BROMOACETIC ACID	
CCL21	BROMOACETIC ACID	
DPYD	BROMOACETIC ACID	
FCGR3A	BROMOACETIC ACID	
FCGR3B	BROMOACETIC ACID	
FOS	BROMOACETIC ACID	
MPO	BROMOACETIC ACID	
NPPC	BROMOACETIC ACID	
NT5E	BROMOACETIC ACID	
XDH	BROMOACETIC ACID	
ABCB1	BROMOCRIPTINE	
ADRA2A	BROMOCRIPTINE	antagonist
ADRA2B	BROMOCRIPTINE	antagonist
CYP1A2	BROMOCRIPTINE	
DRD1	BROMOCRIPTINE	agonist
DRD2	BROMOCRIPTINE	
DRD2	BROMOCRIPTINE	
DRD2	BROMOCRIPTINE	agonist
DRD2	BROMOCRIPTINE	agonist
DRD3	BROMOCRIPTINE	agonist
DRD3	BROMOCRIPTINE	
DRD4	BROMOCRIPTINE	antagonist
DRD5	BROMOCRIPTINE	agonist
FOS	BROMOCRIPTINE	
GDNF	BROMOCRIPTINE	
HTR1A	BROMOCRIPTINE	agonist
HTR1B	BROMOCRIPTINE	agonist
HTR1D	BROMOCRIPTINE	agonist
HTR2A	BROMOCRIPTINE	agonist
HTR2B	BROMOCRIPTINE	antagonist
HTR2C	BROMOCRIPTINE	agonist
HTR6	BROMOCRIPTINE	agonist
IL2	BROMOCRIPTINE	
LEP	BROMOCRIPTINE	
MYC	BROMOCRIPTINE	
NFE2L2	BROMOCRIPTINE	
NPY	BROMOCRIPTINE	
SAG	BROMOCRIPTINE	
DRD2	BROMOCRIPTINE MESYLATE	agonist
DRD3	BROMOCRIPTINE MESYLATE	agonist
DRD4	BROMOCRIPTINE MESYLATE	agonist
HRH1	BROMODIPHENHYDRAMINE	
HRH1	BROMODIPHENHYDRAMINE	
HRH1	BROMODIPHENHYDRAMINE HYDROCHLORIDE	antagonist
SLCO1A2	BROMOSULFOPHTHALEIN	
SLCO1B3	BROMOSULFOPHTHALEIN	
SLCO1C1	BROMOSULFOPHTHALEIN	
HRH1	BROMPHENIRAMINE	
HRH1	BROMPHENIRAMINE	
HRH1	BROMPHENIRAMINE	antagonist
HRH1	BROMPHENIRAMINE MALEATE	antagonist
NOTCH1	BRONTICTUZUMAB	
CHRM1	BRUCINE	allosteric modulator
CHRM2	BRUCINE	allosteric modulator
CHRM3	BRUCINE	allosteric modulator
CHRM4	BRUCINE	allosteric modulator
CHRM5	BRUCINE	allosteric modulator
ABCB1	BRYOSTATIN	
CDK2	BRYOSTATIN	
HRAS	BRYOSTATIN	
IL2RA	BRYOSTATIN	
MYC	BRYOSTATIN	
PRKCA	BRYOSTATIN	
PRKCA	BRYOSTATIN	
PRKCB	BRYOSTATIN	
PRKCB	BRYOSTATIN	
PRKCD	BRYOSTATIN	
PRKCD	BRYOSTATIN	
PRKCE	BRYOSTATIN	
PRKCE	BRYOSTATIN	
PRKCG	BRYOSTATIN	
PRKCG	BRYOSTATIN	
PRKCH	BRYOSTATIN	
PRKCH	BRYOSTATIN	
PRKCQ	BRYOSTATIN	
PRKCQ	BRYOSTATIN	
PRKD1	BRYOSTATIN	
PRKD1	BRYOSTATIN	
PRKD2	BRYOSTATIN	
PRKD2	BRYOSTATIN	
PRKD3	BRYOSTATIN	
PRKD3	BRYOSTATIN	
PRRT2	BRYOSTATIN	inhibitor
PTH	BRYOSTATIN	
CD4	BT-061	
ADRB1	BUCINDOLOL	
ADRB2	BUCINDOLOL	
CHRM1	BUCLIZINE	
CHRM1	BUCLIZINE	
HRH1	BUCLIZINE	
HRH1	BUCLIZINE	
HRH1	BUCLIZINE HYDROCHLORIDE	antagonist
EDN1	BUDESONIDE	
NR3C1	BUDESONIDE	
NR3C1	BUDESONIDE	
NR3C1	BUDESONIDE	antagonist
NR3C1	BUDESONIDE	agonist
NR3C1	BUDESONIDE	agonist
ADRB1	BUDIODARONE	
CACNA2D2	BUDIODARONE	
KCNH2	BUDIODARONE	
HDAC10	BUFEXAMAC	inhibitor
HDAC6	BUFEXAMAC	inhibitor
HTR1D	BUFOTENINE	antagonist
HTR2A	BUFOTENINE	antagonist
GPR35	BUMETANIDE	agonist
MAPK1	BUMETANIDE	
SLC12A1	BUMETANIDE	blocker
SLC12A1	BUMETANIDE	
SLC12A1	BUMETANIDE	inhibitor
SLC12A1	BUMETANIDE	
SLC12A1	BUMETANIDE	inhibitor
SLC12A2	BUMETANIDE	
SLC12A2	BUMETANIDE	
SLC12A2	BUMETANIDE	inhibitor
SLC12A4	BUMETANIDE	
SLC12A4	BUMETANIDE	
SLC12A5	BUMETANIDE	
SLC12A5	BUMETANIDE	
F2RL1	BUNOLOL (CHEMBL293030)	agonist
BRAF	BUPARLISIB	
EGFR	BUPARLISIB	
ERBB2	BUPARLISIB	
FGFR1	BUPARLISIB	
FGFR2	BUPARLISIB	
FGFR3	BUPARLISIB	
HRAS	BUPARLISIB	
KRAS	BUPARLISIB	
NRAS	BUPARLISIB	
PIK3C2A	BUPARLISIB	inhibitor
PIK3C2B	BUPARLISIB	inhibitor
PIK3C2G	BUPARLISIB	inhibitor
PIK3C3	BUPARLISIB	inhibitor
PIK3CA	BUPARLISIB	inhibitor
PIK3CA	BUPARLISIB	inhibitor
PIK3CA	BUPARLISIB	inhibitor
PIK3CA	BUPARLISIB	
PIK3CA	BUPARLISIB	inhibitor
PIK3CA	BUPARLISIB	
PIK3CB	BUPARLISIB	inhibitor
PIK3CB	BUPARLISIB	inhibitor
PIK3CD	BUPARLISIB	inhibitor
PIK3CD	BUPARLISIB	
PIK3CD	BUPARLISIB	inhibitor
PIK3CG	BUPARLISIB	inhibitor
PIK3CG	BUPARLISIB	inhibitor
PIK3CG	BUPARLISIB	inhibitor
PIK3R1	BUPARLISIB	inhibitor
PIK3R1	BUPARLISIB	inhibitor
PIK3R2	BUPARLISIB	inhibitor
PIK3R2	BUPARLISIB	inhibitor
PIK3R3	BUPARLISIB	inhibitor
PIK3R3	BUPARLISIB	inhibitor
PIK3R4	BUPARLISIB	inhibitor
PIK3R5	BUPARLISIB	inhibitor
PIK3R5	BUPARLISIB	inhibitor
PIK3R6	BUPARLISIB	inhibitor
PTEN	BUPARLISIB	
PTEN	BUPARLISIB	
PIK3CA	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3CB	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3CD	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3CG	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3R1	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3R2	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3R3	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3R4	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3R5	BUPARLISIB HYDROCHLORIDE	inhibitor
PIK3R6	BUPARLISIB HYDROCHLORIDE	inhibitor
BCHE	BUPIVACAINE	
FGF6	BUPIVACAINE	
HSPA8	BUPIVACAINE	
KCNA1	BUPIVACAINE	
KCNA5	BUPIVACAINE	channel blocker
LIF	BUPIVACAINE	
MYOD1	BUPIVACAINE	
NRG1	BUPIVACAINE	
SCN10A	BUPIVACAINE	
SCN10A	BUPIVACAINE	
SCN4A	BUPIVACAINE	blocker
TNF	BUPIVACAINE	
SCN4A	BUPIVACAINE HYDROCHLORIDE	blocker
ADRB2	BUPRANOLOL	antagonist
ADRB3	BUPRANOLOL	antagonist
OPRD1	BUPRENORPHINE	
OPRK1	BUPRENORPHINE	agonist
OPRK1	BUPRENORPHINE	
OPRK1	BUPRENORPHINE	antagonist
OPRK1	BUPRENORPHINE	
OPRM1	BUPRENORPHINE	
OPRM1	BUPRENORPHINE	agonist
OPRM1	BUPRENORPHINE	agonist
OPRM1	BUPRENORPHINE	agonist
OPRM1	BUPRENORPHINE	
OPRK1	Buprenorphine Hydrochloride	agonist
OPRM1	Buprenorphine Hydrochloride	agonist
OPRM1	Buprenorphine Hydrochloride	agonist
ADORA2B	BUPROPION	antagonist
PRL	BUPROPION	
SLC6A2	BUPROPION	inhibitor
SLC6A2	BUPROPION	
SLC6A2	BUPROPION	
SLC6A3	BUPROPION	
SLC6A3	BUPROPION	inhibitor
SLC6A3	BUPROPION	
NAT1	BUPROPION HYDROBROMIDE	inhibitor
SLC6A3	BUPROPION HYDROBROMIDE	inhibitor
NAT1	BUPROPION HYDROCHLORIDE	inhibitor
PRL	BUPROPION HYDROCHLORIDE	
SLC22A6	BUPROPION HYDROCHLORIDE	blocker
SLC6A3	BUPROPION HYDROCHLORIDE	inhibitor
SPR	Burapitant	antagonist
HRH2	BURIMAMIDE	agonist
HRH4	BURIMAMIDE	antagonist
CXCR4	Burixafor	
CXCR4	Burixafor	antagonist
FGF23	BUROSUMAB	inhibitor
GNRHR	BUSERELIN	agonist
GNRHR	BUSERELIN	
IGFBP1	BUSERELIN	
MUC16	BUSERELIN ACETATE	
DRD2	BUSPIRONE	
DRD2	BUSPIRONE	
HTR1A	BUSPIRONE	agonist
HTR1A	BUSPIRONE	
HTR1A	BUSPIRONE	
HTR1A	BUSPIRONE	agonist
KCNJ1	BUSPIRONE	channel blocker
PRL	BUSPIRONE	
HTR1A	BUSPIRONE HYDROCHLORIDE	partial agonist
ABL1	BUSULFAN	
ADK	BUSULFAN	
BCR	BUSULFAN	
G6PD	BUSULFAN	
GALC	BUSULFAN	
GSTP1	BUSULFAN	
ITGAL	BUSULFAN	
SHBG	BUSULFAN	
THPO	BUSULFAN	
CHRNA4	BUTABARBITAL	
CHRNA4	BUTABARBITAL	
CHRNA7	BUTABARBITAL	
CHRNA7	BUTABARBITAL	
GABRA1	BUTABARBITAL	antagonist
GABRA1	BUTABARBITAL	
GABRA1	BUTABARBITAL	
GABRA2	BUTABARBITAL	
GABRA2	BUTABARBITAL	
GABRA3	BUTABARBITAL	
GABRA3	BUTABARBITAL	
GABRA4	BUTABARBITAL	
GABRA4	BUTABARBITAL	
GABRA5	BUTABARBITAL	
GABRA5	BUTABARBITAL	
GABRA6	BUTABARBITAL	
GABRA6	BUTABARBITAL	
GRIA2	BUTABARBITAL	
GRIA2	BUTABARBITAL	
GRIK2	BUTABARBITAL	
GRIK2	BUTABARBITAL	
GABRA1	BUTABARBITAL SODIUM	positive allosteric modulator
GABRA2	BUTABARBITAL SODIUM	positive allosteric modulator
GABRA3	BUTABARBITAL SODIUM	positive allosteric modulator
GABRA4	BUTABARBITAL SODIUM	positive allosteric modulator
GABRA5	BUTABARBITAL SODIUM	positive allosteric modulator
GABRA6	BUTABARBITAL SODIUM	positive allosteric modulator
GABRB1	BUTABARBITAL SODIUM	positive allosteric modulator
GABRB2	BUTABARBITAL SODIUM	positive allosteric modulator
GABRB3	BUTABARBITAL SODIUM	positive allosteric modulator
GABRD	BUTABARBITAL SODIUM	positive allosteric modulator
GABRE	BUTABARBITAL SODIUM	positive allosteric modulator
GABRG1	BUTABARBITAL SODIUM	positive allosteric modulator
GABRG2	BUTABARBITAL SODIUM	positive allosteric modulator
GABRG3	BUTABARBITAL SODIUM	positive allosteric modulator
GABRP	BUTABARBITAL SODIUM	positive allosteric modulator
GABRQ	BUTABARBITAL SODIUM	positive allosteric modulator
CHRNA4	BUTALBITAL	
CHRNA4	BUTALBITAL	
CHRNA7	BUTALBITAL	
CHRNA7	BUTALBITAL	
GABRA1	BUTALBITAL	antagonist
GABRA1	BUTALBITAL	positive allosteric modulator
GABRA1	BUTALBITAL	
GABRA1	BUTALBITAL	
GABRA2	BUTALBITAL	
GABRA2	BUTALBITAL	
GABRA2	BUTALBITAL	positive allosteric modulator
GABRA3	BUTALBITAL	
GABRA3	BUTALBITAL	positive allosteric modulator
GABRA3	BUTALBITAL	
GABRA4	BUTALBITAL	
GABRA4	BUTALBITAL	
GABRA4	BUTALBITAL	positive allosteric modulator
GABRA5	BUTALBITAL	
GABRA5	BUTALBITAL	
GABRA5	BUTALBITAL	positive allosteric modulator
GABRA6	BUTALBITAL	
GABRA6	BUTALBITAL	
GABRA6	BUTALBITAL	positive allosteric modulator
GABRB1	BUTALBITAL	positive allosteric modulator
GABRB2	BUTALBITAL	positive allosteric modulator
GABRB3	BUTALBITAL	positive allosteric modulator
GABRD	BUTALBITAL	positive allosteric modulator
GABRE	BUTALBITAL	positive allosteric modulator
GABRG1	BUTALBITAL	positive allosteric modulator
GABRG2	BUTALBITAL	positive allosteric modulator
GABRG3	BUTALBITAL	positive allosteric modulator
GABRP	BUTALBITAL	positive allosteric modulator
GABRQ	BUTALBITAL	positive allosteric modulator
GRIA2	BUTALBITAL	
GRIA2	BUTALBITAL	
GRIK2	BUTALBITAL	
GRIK2	BUTALBITAL	
ADARB2	BUTANOIC ACID	agonist
FFAR2	BUTANOIC ACID	agonist
HCAR2	BUTANOIC ACID	agonist
HDAC1	BUTANOIC ACID	inhibitor
HDAC2	BUTANOIC ACID	inhibitor
HDAC3	BUTANOIC ACID	inhibitor
HDAC8	BUTANOIC ACID	inhibitor
HTR5A	BUTANOIC ACID	antagonist
ITGB2	BUTEIN	
CHRNA4	BUTETHAL	
CHRNA4	BUTETHAL	
CHRNA7	BUTETHAL	
CHRNA7	BUTETHAL	
GABRA1	BUTETHAL	antagonist
GABRA1	BUTETHAL	
GABRA1	BUTETHAL	
GABRA2	BUTETHAL	
GABRA2	BUTETHAL	
GABRA3	BUTETHAL	
GABRA3	BUTETHAL	
GABRA4	BUTETHAL	
GABRA4	BUTETHAL	
GABRA5	BUTETHAL	
GABRA5	BUTETHAL	
GABRA6	BUTETHAL	
GABRA6	BUTETHAL	
GRIA2	BUTETHAL	
GRIA2	BUTETHAL	
GRIK2	BUTETHAL	
GRIK2	BUTETHAL	
ABCC1	BUTHIONINE SULFOXIMINE	
APOE	BUTHIONINE SULFOXIMINE	
CP	BUTHIONINE SULFOXIMINE	
GCLC	BUTHIONINE SULFOXIMINE	
GCLC	BUTHIONINE SULFOXIMINE	
GCLC	BUTHIONINE SULFOXIMINE	
GCLC	BUTHIONINE SULFOXIMINE	
MT1G	BUTHIONINE SULFOXIMINE	
MYCN	BUTHIONINE SULFOXIMINE	
NOS1	BUTHIONINE SULFOXIMINE	
SLC2A4	BUTHIONINE SULFOXIMINE	
OPRD1	BUTORPHANOL	
OPRD1	BUTORPHANOL	
OPRK1	BUTORPHANOL	
OPRK1	BUTORPHANOL	agonist
OPRK1	BUTORPHANOL	
OPRM1	BUTORPHANOL	
OPRM1	BUTORPHANOL	agonist
OPRM1	BUTORPHANOL	
OPRK1	BUTORPHANOL TARTRATE	partial agonist
OPRM1	BUTORPHANOL TARTRATE	partial agonist
MAPK8	BUTYLATED HYDROXYTOLUENE	
NAT2	BUTYLATED HYDROXYTOLUENE	
ADORA2A	BVT.115959	agonist
ADORA2B	BVT.115959	
CDK2	BX-795	inhibitor
CHEK1	BX-795	inhibitor
GSK3B	BX-795	inhibitor
KDR	BX-795	inhibitor
PDPK1	BX-795	inhibitor
PRKAR2B	BX-795	inhibitor
FLT3	C-1311 (CHEMBL3545337)	inhibitor
TOP1	C-1311 (CHEMBL3545337)	
TOP2A	C-1311 (CHEMBL3545337)	inhibitor
TOP2A	C-1311 (CHEMBL3545337)	
TOP2B	C-1311 (CHEMBL3545337)	inhibitor
ANO1	cA2	activator
ART1	cA2	inhibitor
C1R	cA2	inhibitor
C6	cA2	inhibitor
C7	cA2	inhibitor
C8G	cA2	inhibitor
CASR	cA2	agonist
GJA1	cA2	inhibitor
GJA4	cA2	inhibitor
GJA5	cA2	inhibitor
GJA8	cA2	inhibitor
GJB2	cA2	inhibitor
GJB3	cA2	inhibitor
GJB4	cA2	inhibitor
GJB5	cA2	inhibitor
GJB6	cA2	inhibitor
GJC2	cA2	inhibitor
GJD2	cA2	inhibitor
GJD3	cA2	inhibitor
GJD4	cA2	inhibitor
GJE1	cA2	inhibitor
ITPR2	cA2	activator
ITPR3	cA2	activator
KCNN1	cA2	activator
KCNN2	cA2	activator
KCNN4	cA2	activator
OSGIN2	cA2	inhibitor
PKD2L1	cA2	activator
RYR1	cA2	activator,antagonist
RYR2	cA2	activator,antagonist
RYR3	cA2	activator,antagonist
TRPC5	cA2	activator
TRPM2	cA2	activator
TRPM4	cA2	activator
TRPM6	cA2	channel blocker
ZACN	cA2	antagonist
IGF2	CABAZITAXEL	
TUBA1A	CABAZITAXEL	inhibitor
TUBA1B	CABAZITAXEL	inhibitor
TUBA1C	CABAZITAXEL	inhibitor
TUBA3D	CABAZITAXEL	inhibitor
TUBA3E	CABAZITAXEL	inhibitor
TUBA4A	CABAZITAXEL	
TUBA4A	CABAZITAXEL	inhibitor
TUBB	CABAZITAXEL	inhibitor
TUBB	CABAZITAXEL	inhibitor
TUBB1	CABAZITAXEL	
TUBB1	CABAZITAXEL	inhibitor
TUBB1	CABAZITAXEL	
TUBB2A	CABAZITAXEL	inhibitor
TUBB2B	CABAZITAXEL	inhibitor
TUBB3	CABAZITAXEL	inhibitor
TUBB4B	CABAZITAXEL	inhibitor
TUBB6	CABAZITAXEL	inhibitor
TUBB8	CABAZITAXEL	inhibitor
ADRA1A	CABERGOLINE	antagonist
ADRA2A	CABERGOLINE	antagonist
ADRA2B	CABERGOLINE	antagonist
DRD1	CABERGOLINE	agonist
DRD2	CABERGOLINE	
DRD2	CABERGOLINE	agonist
DRD2	CABERGOLINE	agonist
DRD2	CABERGOLINE	agonist
